,year,selling_price,transmission,engine,max_power,torque
2610,2016,611000,1,24,290,221
2611,2014,459999,1,24,289,222
2612,2011,275000,1,25,223,135
2613,2011,185000,1,2,204,431
2614,2012,390000,1,39,60,274
2615,2007,72000,1,118,203,422
2616,2007,90000,1,24,183,416
2617,2015,500000,1,19,220,144
2618,2011,200000,1,119,197,408
2619,2019,1575000,1,71,90,331
2620,2015,511000,1,10,262,50
2621,2009,150000,1,20,289,56
2622,2020,1500000,0,94,103,246
2623,2013,185000,1,112,180,400
2624,2018,550000,1,10,268,55
2625,2017,325000,1,119,220,424
2626,2015,525000,1,13,242,178
2627,2018,1050000,1,75,72,308
2628,2012,300000,1,24,228,106
2629,2011,120000,1,12,254,15
2649,2011,170000,1,2,204,431
2650,2010,320000,1,24,228,106
2651,2016,350000,0,119,219,424
2652,2018,500000,0,10,259,41
2653,2009,135000,1,26,230,79
2654,2018,340000,1,113,186,405
2655,2020,330000,1,10,261,36
2656,2011,350000,1,40,11,114
2657,2015,1850000,0,102,109,330
2658,2016,400000,1,3,231,159
2659,2014,325000,1,25,218,139
2660,2015,1000000,1,65,45,284
2662,2012,350000,1,13,292,193
2683,2015,550000,1,36,311,193
2684,2015,925000,1,71,71,302
2685,2010,509999,0,71,45,287
2686,2011,250000,1,84,307,226
2687,2015,500000,1,10,261,46
2688,2019,1050000,1,24,289,221
2689,2014,490000,1,13,242,178
2690,2020,415000,1,9,235,5
2691,2013,190000,1,112,180,400
2692,2018,680000,1,13,243,178
2694,2013,479000,1,71,45,287
2695,2016,270000,1,112,180,400
2696,2008,170000,1,2,224,436
2697,2018,764000,1,21,296,85
2698,2019,710000,1,90,204,182
2699,2017,310000,1,112,180,400
2700,2017,620000,1,32,230,182
2701,2017,280000,1,114,189,407
2702,2015,1500000,0,102,109,330
2703,2016,450000,1,10,262,50
2704,2017,2199000,0,69,67,292
2705,2013,3600000,0,103,158,393
2706,2008,285000,1,44,319,117
2707,2007,465000,1,85,5,187
2708,2009,1100000,0,64,128,337
2709,2011,350000,1,46,14,260
2710,2017,600000,1,21,296,85
2711,2017,570000,1,10,268,55
2712,2016,325000,1,119,220,424
2713,2016,975000,0,65,74,301
2714,2015,480000,1,10,260,48
2715,2014,185000,1,112,180,400
2716,2015,1050000,0,39,57,275
2717,2019,760000,1,10,259,41
2718,2019,570000,1,120,246,428
2720,2018,700000,1,10,268,55
2721,2015,775000,0,37,29,108
2722,2007,750000,0,104,159,385
2723,2010,140000,1,118,203,422
2724,2016,220000,1,112,180,400
2725,2013,184000,1,2,204,431
2727,2017,440000,1,10,260,48
2728,2017,650000,1,24,290,227
2729,2017,660000,0,32,0,236
2730,2017,380000,1,9,202,417
2731,2012,415000,1,19,284,201
2732,2012,225000,1,2,224,436
2733,2013,600000,1,13,291,193
2734,2014,620000,1,13,292,193
2735,2016,750000,1,32,0,241
2736,2016,400000,1,10,262,50
2737,2005,110000,1,119,222,424
2738,2012,119000,1,26,230,94
2739,2015,600000,1,36,311,193
2740,2011,200000,1,119,222,424
2741,2014,280000,1,13,289,192
2742,2013,375000,1,46,19,129
2743,2016,350000,1,11,218,10
2744,2017,620000,1,6,241,171
2745,2017,570000,1,13,242,178
2746,2012,290000,1,13,239,178
2747,2016,711000,1,13,287,193
2748,2012,370000,1,13,242,178
2749,2020,550000,1,10,288,45
2750,2013,325000,1,10,278,50
2751,2018,670000,1,36,312,193
2752,2017,385000,1,2,224,436
2753,2008,114999,1,2,204,431
2754,2010,200000,1,2,204,431
2755,2019,860000,0,13,287,193
2756,2018,600000,1,13,242,178
2757,2016,265000,1,119,220,424
2758,2015,155000,1,7,190,423
2759,2019,900000,1,13,287,193
2760,2013,650000,1,13,291,193
2761,2004,70000,1,112,170,388
2762,2012,180000,1,112,180,400
2763,2013,200000,1,114,189,407
2764,2014,300000,1,2,224,436
2765,2015,650000,1,42,49,130
2766,2014,267000,1,112,180,400
2767,2018,450000,1,119,196,408
2768,2014,400000,1,10,262,50
2769,2012,310000,1,88,31,277
2770,2009,70000,1,110,168,372
2771,2017,675000,1,90,204,182
2772,2013,350000,1,44,319,117
2773,2014,240000,1,119,220,424
2774,2014,185000,1,26,229,95
2775,2017,250000,1,114,189,407
2776,2009,135000,1,112,178,398
2777,2011,500000,1,39,60,274
2778,2010,300000,1,71,68,302
2779,2017,328000,1,12,274,49
2780,2015,509999,1,90,204,182
2781,2015,575000,1,71,43,285
2782,2012,700000,1,88,31,279
2783,2008,105000,1,1,218,415
2784,2008,60000,1,112,170,388
2785,2008,112999,1,112,178,398
2786,2015,229999,1,26,230,94
2787,2012,325000,1,25,223,139
2788,2017,650000,1,10,260,48
2789,2009,85000,1,26,230,79
2790,2015,570000,1,36,311,193
2791,2015,525000,1,13,242,178
2792,2013,350000,1,10,265,37
2793,2007,250000,1,10,277,40
2794,2010,300000,1,84,307,226
2795,2017,1325000,1,58,112,324
2796,2017,650000,1,24,290,221
2797,2018,520000,1,10,261,36
2798,2016,500000,1,10,259,41
2799,2016,220000,1,113,186,405
2800,2017,650000,1,13,287,193
2801,2017,819999,1,12,289,31
2802,2016,645000,1,29,271,193
2803,2015,780000,1,13,287,193
2804,2008,215000,1,35,251,66
2805,2007,600000,1,85,5,187
2806,2011,114999,1,112,178,398
2807,2012,75000,1,7,211,439
2808,2011,120000,1,12,254,15
2809,2016,250000,1,113,186,405
2810,2018,200000,1,112,167,388
2811,2015,380000,1,10,262,50
2812,2018,560000,1,36,311,193
2813,2018,575000,1,10,259,41
2814,2017,620000,1,32,230,182
2815,2012,525000,1,71,45,287
2816,2017,635000,1,13,242,178
2817,2016,650000,1,29,23,245
2818,2001,39000,1,112,170,388
2819,2017,550000,1,36,317,212
2820,2009,145000,1,13,239,43
2821,2007,130000,1,26,230,79
2822,2017,825000,1,13,288,193
2823,2015,1650000,0,102,109,330
2824,2018,875000,1,13,287,193
2825,2016,650000,1,13,287,193
2826,2014,2000000,0,104,162,391
2827,2018,2850000,0,64,131,336
2828,2018,2800000,0,59,117,335
2829,2018,3900000,0,64,135,348
2830,2013,246000,1,13,242,175
2831,2013,325000,1,36,312,193
2832,2019,1450000,0,20,98,266
2833,2017,850000,0,35,40,115
2834,2015,560000,1,36,26,261
2835,2015,575000,1,13,288,193
2836,2019,470000,0,119,219,424
2837,2014,221000,1,26,229,95
2838,2014,680000,1,85,3,188
2839,2013,700000,1,89,75,312
2840,2016,1950000,0,61,128,348
2841,2015,875000,0,39,57,275
2842,2017,850000,1,39,57,272
2843,2013,550000,1,29,271,194
2844,2013,480000,1,13,242,178
2845,2017,1050000,1,71,45,284
2846,2016,631000,1,90,204,182
2847,2015,165000,1,110,172,380
2848,2010,320000,1,10,279,50
2849,2012,360000,1,10,279,50
2851,2006,175000,1,50,61,136
2852,2016,725000,1,24,290,221
2853,2014,280000,1,13,246,185
2854,2011,325000,1,12,239,161
2855,2014,320000,1,25,224,139
2856,2018,500000,1,10,261,36
2857,2014,825000,1,71,74,311
2858,2016,350000,1,13,240,178
2859,2011,470000,1,24,295,224
2860,2009,125000,1,29,213,140
2861,2006,140000,0,50,61,136
2862,2013,484999,1,36,311,193
2863,2018,308000,1,112,180,400
2864,2019,570000,1,10,261,36
2865,2010,900000,1,102,115,318
2866,2017,1800000,1,58,112,324
2868,2018,680000,0,10,259,41
2869,2017,700000,1,13,243,178
2870,2011,240000,1,88,31,277
2871,2014,280000,1,114,189,407
2872,2010,125000,1,26,231,90
2876,2013,1200000,0,61,88,322
2877,2013,400000,1,46,14,260
2878,2014,850000,1,71,74,311
2879,2014,475000,1,24,290,221
2880,2003,150000,1,45,300,83
2881,2018,2900000,1,96,118,358
2882,2015,1100000,1,85,3,191
2883,2017,285000,1,112,180,400
2884,2018,650000,1,6,241,170
2885,2012,275000,1,119,216,424
2886,2000,60000,1,112,170,388
2887,2011,229999,1,29,213,140
2888,2015,300000,1,119,220,424
2889,2016,940000,1,13,287,193
2890,2015,600000,1,13,287,193
2891,2017,800000,1,13,242,178
2892,2017,580000,1,29,276,196
2893,2018,450000,1,12,274,49
2894,2011,290000,1,62,55,296
2895,2014,530000,1,36,311,193
2896,2019,960000,1,24,291,217
2897,2009,290000,1,35,42,116
2898,2008,160000,1,66,223,63
2899,2017,400000,1,119,218,424
2900,2017,700000,1,13,287,193
2901,2012,361000,1,46,14,260
2902,2013,390000,1,24,291,219
2903,2012,200000,1,13,246,168
2905,2013,500000,1,13,242,178
2906,2011,200000,1,112,178,398
2916,2015,680000,1,37,29,108
2917,2013,235000,1,112,180,400
2918,2018,1700000,1,71,90,331
2919,2015,1200000,0,71,74,311
2920,2014,630000,1,36,311,193
2921,2018,640000,1,36,317,212
2922,2014,355000,1,10,262,50
2923,2012,560000,1,71,45,287
2924,2018,580000,1,13,242,178
2925,2010,185000,1,25,223,139
2926,2019,660000,0,10,268,55
2927,2014,220000,1,119,224,427
2928,2007,150000,1,2,204,431
2929,2011,484999,1,71,35,281
2930,2019,509999,1,10,259,41
2931,2014,515000,1,90,204,182
2932,2014,1250000,0,43,47,189
2933,2014,350000,1,13,238,148
2934,2018,375000,1,119,220,424
2935,2019,950000,1,24,289,221
2936,2015,615000,1,13,242,178
2937,2011,275000,1,10,278,50
2938,2020,7200000,0,104,161,394
2939,2017,400000,1,9,235,5
2940,2019,930000,1,13,287,193
2941,2012,310000,1,10,278,50
2943,2016,1670000,1,80,82,317
2944,2013,356000,1,13,242,178
2945,2013,500000,1,35,36,118
2946,2018,409999,1,12,274,49
2947,2019,980000,1,13,287,193
2948,2005,150000,1,90,205,157
2949,2019,750000,0,12,289,31
2950,2013,500000,0,53,95,262
2951,2013,355000,1,13,242,178
2952,2011,200000,1,26,231,90
2953,2008,370000,1,85,5,187
2954,2015,450000,1,10,262,50
2955,2015,486000,1,10,262,50
2956,2011,242000,1,13,292,193
2957,2018,580000,1,10,261,36
2958,2014,500000,1,36,310,199
2960,2013,300000,1,32,0,241
2961,2016,710000,1,90,205,162
2962,2012,220000,1,12,246,161
2963,2020,654000,0,10,259,41
2964,2019,835000,0,46,8,128
2965,2010,250000,1,44,4,104
2966,2019,600000,1,10,259,41
2967,2016,459999,1,10,270,55
2968,2018,275000,1,120,218,426
2969,2017,408000,1,9,283,34
2970,2018,1200000,1,71,90,331
2971,2014,375000,1,10,261,35
2972,2006,94500,1,112,178,398
2973,2011,300000,1,11,239,27
2974,2009,350000,1,35,42,116
2975,2011,975000,1,102,115,318
2976,2015,600000,1,10,260,48
2977,2014,700000,1,85,3,191
2978,2017,640000,1,32,230,182
2979,2017,1110000,1,39,57,275
2980,2014,570000,1,13,291,193
2981,2010,451999,1,85,5,187
2982,2016,240000,1,113,186,405
2983,2014,680000,1,90,246,190
2984,2015,350000,1,13,242,174
2985,2012,360000,1,46,14,129
2986,2010,250000,1,9,230,7
2987,2019,550000,1,10,259,41
2988,2012,180000,1,114,189,407
2989,2016,425000,1,36,311,193
2990,2019,409999,1,12,274,49
2991,2018,438999,1,12,274,49
2992,2014,225000,1,11,219,10
2993,2017,580000,1,90,205,160
2994,2008,200000,1,14,278,50
2996,2013,250000,1,13,246,185
2997,2011,170000,1,13,239,178
2998,2010,300000,1,10,278,50
2999,2005,160000,1,90,205,157
3000,2014,409999,1,13,242,178
3001,2012,350000,1,24,295,224
3002,2019,310000,1,113,186,405
3003,2010,135000,1,112,178,398
3004,2010,220000,1,13,239,43
3005,2017,570000,1,10,261,36
3006,2014,500000,1,13,242,178
3007,2016,875000,1,24,290,221
3008,2011,210000,1,26,230,94
3009,2011,210000,1,26,230,94
3010,2010,200000,1,2,204,431
3011,2011,175000,1,112,178,398
3012,2017,700000,1,10,260,48
3014,2019,550000,0,10,261,36
3015,2019,420000,1,2,223,440
3016,2009,210000,1,10,255,19
3017,2013,175000,1,116,194,123
3018,2012,180000,1,112,178,398
3019,2007,118000,1,112,178,398
3020,2007,170000,1,32,28,250
3021,2009,120000,1,1,208,415
3022,2009,170000,1,112,178,398
3023,2018,700000,1,13,242,178
3024,2014,500000,1,90,204,182
3025,2007,80000,0,1,218,415
3026,2008,105000,1,35,251,66
3027,2016,425000,1,13,242,178
3028,2017,625000,1,10,260,48
3029,2017,640000,1,10,260,48
3030,2010,180000,1,10,253,32
3031,2009,155000,1,13,239,43
3032,2007,85000,1,1,218,415
3033,2011,250000,1,10,253,32
3034,2017,1000000,0,42,49,130
3035,2016,350000,1,11,218,10
3036,2018,740000,1,13,243,178
3037,2018,300000,1,120,218,426
3038,2017,550000,1,36,27,261
3039,2017,710000,1,90,204,182
3040,2017,700000,1,90,204,182
3041,2016,550000,1,90,204,182
3042,2015,375000,1,2,224,436
3043,2015,600000,1,71,69,302
3044,2013,380000,1,13,242,178
3046,1998,45000,1,112,170,388
3047,2010,450000,1,85,5,187
3048,2015,475000,1,90,205,160
3049,2019,650000,1,120,233,434
3050,2011,200000,1,119,197,408
3051,2013,350000,1,13,242,178
3052,2018,911999,0,13,287,193
3053,2018,650000,1,10,259,41
3054,2012,350000,1,14,278,50
3055,2016,190000,1,112,167,388
3056,2019,1200000,1,39,57,272
3057,2013,305000,1,90,204,182
3058,2015,850000,1,39,57,275
3059,2011,350000,1,55,19,252
3060,2010,180000,1,2,204,431
3061,2008,200000,1,71,71,302
3063,2012,229999,1,11,283,16
3064,2006,135000,1,119,222,424
3065,2011,425000,1,59,71,303
3066,2016,1350000,1,71,74,311
3067,2009,480000,1,89,78,310
3068,2017,455000,1,13,243,178
3069,2015,320000,1,119,219,424
3070,2019,693000,1,10,261,58
3071,2017,830000,1,13,287,193
3072,2016,470000,1,10,262,50
3073,2017,1100000,0,35,40,115
3074,2016,325000,1,13,289,192
3075,2014,215000,1,114,189,407
3076,2018,560000,1,10,259,41
3077,2017,400000,0,119,219,424
3098,2017,725000,1,36,315,199
3105,2014,325000,1,11,283,16
3106,2013,229999,1,10,253,32
3107,2007,400000,0,51,132,286
3108,2015,449000,1,11,242,27
3109,2017,455000,1,10,261,36
3110,2015,1750000,0,59,135,350
3111,2017,1390000,0,96,116,328
3112,2019,1150000,1,42,49,127
3113,2018,650000,1,10,260,48
3114,2016,950000,1,39,57,275
3115,2018,698000,0,13,243,178
3116,2017,975000,1,39,57,275
3117,2018,445000,0,10,259,41
3118,2018,539000,1,13,242,174
3119,2010,350000,1,13,246,178
3120,2011,550000,1,71,45,287
3121,2015,550000,1,29,271,194
3122,2011,330000,1,12,239,161
3123,2014,220000,1,114,189,407
3124,2013,415000,1,10,279,50
3125,2007,150000,1,112,178,398
3126,2005,150000,1,17,267,53
3127,2007,240000,1,32,28,250
3128,2009,170000,1,112,178,398
3129,2015,550000,1,13,287,193
3130,2017,500000,0,11,247,10
3131,2011,180000,1,84,307,226
3132,2017,360000,1,11,262,54
3133,2014,400000,1,10,278,50
3134,2009,120000,1,33,304,64
3135,2016,765000,1,13,287,193
3136,2016,919999,1,13,287,193
3137,2018,730000,1,19,220,144
3138,2016,320000,1,13,242,174
3139,2015,455000,1,36,311,193
3140,2015,350000,1,11,218,10
3141,2016,509999,1,32,0,241
3142,2011,175000,1,26,230,79
3143,2013,325000,1,90,205,160
3144,2011,120000,1,7,213,3
3145,2014,300000,1,10,253,33
3146,2015,500000,1,36,311,193
3147,2016,562000,1,10,268,55
3148,2014,250000,1,114,189,407
3149,2017,484999,1,13,289,174
3150,2013,280000,1,10,253,33
3151,2015,571000,1,13,291,193
3152,2013,400000,1,10,278,50
3153,2015,295000,1,26,229,95
3155,2011,250000,1,9,230,7
3156,2015,610000,1,90,204,182
3157,2012,175000,1,13,242,174
3158,2011,204999,1,25,223,139
3159,2013,750000,1,71,74,311
3163,2017,589000,1,13,242,178
3168,2005,310000,1,85,5,187
3169,2016,445000,1,100,271,257
3170,2015,445000,1,36,245,208
3171,2012,450000,1,100,71,302
3172,2008,450000,1,65,45,284
3174,2010,200000,1,119,222,424
3175,2018,611000,1,10,278,50
3176,2016,819999,1,39,57,275
3177,2016,825000,1,24,289,221
3178,2015,599000,1,36,315,210
3179,2018,490000,1,10,277,40
3180,2020,500000,1,7,289,105
3182,2017,1100000,1,71,74,311
3183,2019,675000,1,8,306,67
3184,2018,1350000,1,71,68,311
3185,2018,570000,1,10,261,36
3186,2017,455000,1,6,241,170
3187,2013,165000,1,114,189,407
3188,2016,925000,1,35,40,115
3189,2014,215000,1,24,229,106
3190,2016,470000,1,10,259,41
3192,2017,650000,1,13,287,193
3193,2017,900000,1,29,23,242
3195,2009,190000,1,25,218,139
3196,2017,715000,1,24,290,218
3197,2013,227999,1,24,229,106
3199,2015,200000,1,116,191,109
3200,2017,400000,1,119,196,408
3201,2016,725000,1,13,287,193
3202,2014,300000,1,25,224,139
3203,2016,1151000,1,85,3,188
3204,2014,225000,1,11,218,10
3205,2016,380000,1,2,224,436
3206,2019,630000,1,10,261,58
3207,2014,351000,1,10,253,32
3208,2012,199000,1,12,246,161
3209,2017,850000,1,71,84,300
3210,2010,105000,1,13,246,175
3211,2010,300000,1,13,295,192
3212,2016,950000,1,85,3,188
3213,2015,430000,1,32,0,241
3214,2016,2100000,0,107,143,369
3215,2018,540000,1,6,241,170
3216,2012,175000,1,2,205,421
3217,2018,1150000,0,39,57,275
3218,2020,350000,1,112,180,400
3219,2019,690000,1,10,261,47
3220,2015,535000,1,24,290,221
3221,2016,730000,1,13,287,193
3222,2016,280000,1,114,189,407
3223,2019,650000,0,10,259,41
3224,2012,520000,1,85,5,187
3225,2020,360000,1,10,261,36
3226,2011,250000,1,13,239,178
3227,2017,575000,1,36,27,261
3228,2012,170000,1,24,228,95
3229,2017,711000,1,13,287,193
3230,2013,250000,1,119,222,424
3231,2017,675000,1,13,242,178
3232,2016,325000,1,119,219,424
3233,2016,250000,1,112,180,400
3234,2019,740000,0,13,242,178
3242,2017,1750000,0,77,133,233
3244,2017,800000,1,13,287,193
3245,2017,1825000,0,77,133,233
3246,2017,1295000,0,71,91,348
3247,2014,425000,1,29,271,193
3248,2016,4090000,0,103,153,378
3249,2015,910000,0,39,57,270
3253,2011,325000,1,90,204,182
3254,2016,500000,1,10,259,41
3255,2013,300000,1,10,253,33
3256,2016,270000,1,114,189,407
3257,2010,160000,1,112,178,398
3258,2016,210000,1,112,167,388
3260,2014,880000,1,71,74,311
3261,2010,150000,1,1,212,413
3262,2015,775000,0,32,0,236
3263,2009,160000,1,112,178,398
3264,2012,220000,1,25,223,139
3265,2017,670000,1,24,290,221
3266,2018,780000,1,24,290,221
3267,2017,515000,1,10,268,55
3268,2017,800000,1,24,290,221
3270,2014,850000,1,71,74,311
3271,2013,200000,1,114,189,407
3272,2008,140000,1,27,230,131
3273,2016,800000,0,42,49,130
3274,2013,250000,1,119,222,424
3275,2017,800000,1,13,287,193
3276,2015,600000,1,13,287,193
3277,2012,250000,1,29,251,244
3278,2016,500000,1,36,311,193
3279,2019,750000,1,14,255,8
3280,2014,650000,1,13,242,178
3282,2016,950000,1,36,311,193
3283,2015,580000,1,89,234,147
3284,2019,640000,1,10,261,36
3285,2014,800000,0,71,45,287
3286,2011,347000,1,119,216,424
3287,2014,1000000,1,71,74,311
3288,2016,300000,1,114,189,407
3289,2017,493000,1,12,274,49
3290,2014,370000,1,10,262,50
3291,2008,250000,1,13,239,178
3292,2017,300000,1,120,218,426
3293,2017,450000,0,120,218,426
3294,2010,185000,1,25,223,139
3295,2019,1225000,1,35,35,291
3296,2015,1000000,1,85,3,188
3297,2016,600000,1,10,260,48
3298,2018,1100000,1,71,90,331
3299,2015,360000,1,10,261,35
3300,2012,285000,1,14,278,50
3301,2016,350000,1,11,250,173
3302,2008,130000,1,2,224,436
3303,2016,500000,1,13,236,148
3304,2010,350000,1,10,255,19
3305,2019,685000,0,10,268,55
3306,2020,399000,1,9,202,417
3307,2017,525000,1,10,261,36
3308,2017,765000,1,21,296,85
3309,2012,450000,1,13,242,178
3311,2014,390000,1,11,219,10
3312,2017,940000,1,13,287,193
3313,2013,650000,1,29,23,249
3314,2012,320000,1,25,223,139
3315,2003,145000,1,49,56,134
3316,2017,670000,1,36,317,212
3317,2011,350000,1,13,292,193
3318,2012,285000,1,13,242,174
3319,2011,300000,1,119,222,424
3320,2011,300000,1,25,223,139
3321,2009,810000,0,101,156,384
3322,2009,90000,1,26,203,62
3323,2004,100000,1,112,178,398
3324,2009,90000,1,24,183,416
3325,2013,459999,1,92,35,281
3326,2009,525000,1,85,5,187
3327,2011,250000,1,119,222,424
3328,2012,300000,1,10,253,33
3329,2005,130000,1,14,286,21
3330,2011,199000,1,119,222,424
3331,2012,545000,1,29,271,194
3332,2014,570000,1,13,292,193
3333,2006,150000,1,35,0,81
3334,2009,114999,1,112,178,398
3335,2018,450000,1,12,274,49
3336,2019,600000,1,120,233,434
3337,2016,610000,1,13,287,193
3338,2017,690000,1,10,260,48
3339,2018,790000,1,11,25,143
3340,2014,254999,1,119,222,424
3341,2016,500000,1,12,289,31
3342,2011,340000,1,90,205,157
3343,2007,245000,1,90,205,157
3344,2012,340000,1,25,218,139
3345,2008,221000,1,119,220,424
3346,2017,270000,1,113,188,405
3347,2014,455000,1,3,231,159
3348,2011,300000,1,34,289,88
3349,2014,480000,1,19,219,144
3350,2018,1000000,0,39,57,272
3351,2017,2600000,0,64,139,349
3352,2017,1850000,0,96,116,328
3353,2013,1000000,0,64,85,307
3354,2012,245000,1,29,206,139
3355,2019,625000,0,10,262,50
3356,2018,560000,1,120,246,428
3357,2018,1475000,1,71,90,331
3358,2010,425000,1,19,284,201
3359,2014,550000,0,10,14,152
3360,2016,1475000,1,80,82,317
3361,2017,750000,1,29,271,193
3362,2016,570000,1,24,290,221
3363,2015,585000,1,10,268,55
3364,2016,600000,0,12,289,31
3366,2016,530000,1,10,261,46
3373,2005,150000,1,15,230,2
3374,2017,310000,1,112,180,400
3375,2014,500000,1,89,234,147
3376,2013,200000,1,116,194,123
3377,2018,900000,1,29,271,194
3378,2000,75000,1,31,169,404
3379,2015,400000,1,10,269,41
3380,2015,650000,1,36,311,193
3381,2015,480000,1,13,242,178
